
 Lista de Imóveis da Caixa;;Data de geração:;10/06/2024;;;;;;;
 8787707531032 ;SP ;ITAPETININGA ;RESIDENCIAL RESERVA DA MATA ;RUA JANE VIEIRA DA SILVA CASTRO RUA 06, N. 25, LT 22 QD Z2 ;141.025,37;141.025,37;0.00;Casa, 0.00 de área total, 45.47 de área privativa, 168.75 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707531032
 8787706288959 ;SP ;ITAPETININGA ;VIDA NOVA ITAPETININGA ;RUA 20, N. SN, Apto 268, BL 02 ;175.857,29;170.000,00;0.00;Apartamento, 0.00 de área total, 44.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706288959
 1444410132694 ;SP ;ITAPETININGA ;PORTAL DOS PINHEIROS I ;RUA RAPHAEL NERY NETO ANTIGA RUA 11, N. 91 ;996.245,72;566.000,00;0.00;Casa, 0.00 de área total, 194.32 de área privativa, 322.50 de área do terreno,  4 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410132694
 8444421224550 ;SP ;ITAPEVI ;PARQUE SUBURBANO ;RUA DOS AMAZONENSES, N. 640, 02, 75, N. 640, Apto 02, 1ºPAV - LT24 - QD 45 ;120.140,40;212.000,00;43.33;Apartamento, 133.19 de área total, 68.65 de área privativa, 133.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421224550
 1444404212312 ;SP ;ITAPEVI ;JARDIM SAO CARLOS ;RUA BAGRE, N. 248, QD11, LT30-B ;155.040,00;240.000,00;35.40;Terreno, 0.00 de área total, 0.00 de área privativa, 274.20 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404212312
 1787700427010 ;SP ;ITAPEVI ;JARDIM BRIQUET ;AVNIDA A LUIZ REVIGLIO, N. 215, Apto 117, BL A1 ;193.022,59;215.158,00;10.29;Apartamento, 0.00 de área total, 44.49 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700427010
 8196900573036 ;SP ;ITAPEVI ;VILA SANTA RITA ;RUA CEZAR BERTOZZI, N. 140, LT06A QD08 ;240.000,00;240.000,00;0.00;Casa, 0.00 de área total, 50.30 de área privativa, 127.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8196900573036
 8787703386127 ;SP ;ITAPEVI ;JARDIM BELA VISTA ;AVENIDA LUIZ REVIGLIO, N. 215, Apto 254, BL A2 ;197.689,00;197.000,00;0.00;Apartamento, 0.00 de área total, 42.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703386127
 8444410684733 ;SP ;ITAPEVI ;JARDIM ROSEMARY ;RUA SERRA DO ARACAI, N. 68, Apto 404, LT 06 E 07, QD 65 ;276.327,00;187.000,00;0.00;Apartamento, 0.00 de área total, 51.18 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410684733
 10154389 ;SP ;ITAPEVI ;JARDIM BELA VISTA ;RUA DOZE DE SETEMBRO, N. 452, LT 20, UN 02, QD I ;314.961,94;200.000,00;0.00;Casa, 0.00 de área total, 66.97 de área privativa, 103.74 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10154389
 8444418993670 ;SP ;ITAPIRA ;LOTEAMENTO POPULAR ISTOR LUPPI ;RUA JOAO SAMORA, N. 168, AREA B, QD 18 ;152.000,00;152.000,00;0.00;Casa, 0.00 de área total, 54.23 de área privativa, 134.62 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418993670
 8555511216524 ;SP ;ITAPOLIS ;JD. SÃO LUCAS II ;AV. AVENIDA  DOMINGOS TALON, N. 915, LT.14, QD. F ;97.816,30;176.500,00;44.58;Casa, 106.78 de área total, 106.78 de área privativa, 166.08 de área do terreno,  2 qto(s), WC, 1 sala(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555511216524
 8787709442827 ;SP ;ITAPOLIS ;CENTRO ;AVENIDA AVENIDA TEREREZINHA SCACHETTI LUCILIO ANTI, N. 290, LT 07 QD M ;95.550,00;136.500,00;30.00;Casa, 0.00 de área total, 49.65 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709442827
 8555539358862 ;SP ;ITAPOLIS ;Centro ;RUA  CARMELINDO MACEDO, N. 428, LT 06  QD 16 ;110.000,00;110.000,00;0.00;Casa, 0.00 de área total, 44.55 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539358862
 8787709466467 ;SP ;ITAPOLIS ;Centro ;AVENIDA  TEREZINHA SCACHETTI LUCILIO, N. 320, LT 10 QD M ;140.000,00;140.000,00;0.00;Casa, 0.00 de área total, 49.65 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709466467
 8787713563595 ;SP ;ITAPOLIS ;NAO ;RUA CARMELINDO MACEDO, N. 174, LT 02 QD 10820 ;153.000,00;153.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713563595
 8555533509680 ;SP ;ITAPOLIS ;CENTRO ;RUA AVELINO FRANCOSO, N. 170, LT 94, QD C ;145.000,00;145.000,00;0.00;Casa, 0.00 de área total, 55.66 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533509680
 8444412743672 ;SP ;ITAQUAQUECETUBA ;RIO ABAIXO ;ESTRADA ESTRADA MIGUEL CAPUA N 640, N. 640 ;138.000,00;184.000,00;25.00;Casa, 0.00 de área total, 64.56 de área privativa, 172.81 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412743672
 1444400321516 ;SP ;ITAQUAQUECETUBA ;VILA SAO CARLOS ;RUA TOCANTINS, N. 211, Apto 53, 0 ;295.000,00;295.000,00;0.00;Apartamento, 0.00 de área total, 47.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400321516
 8555522605810 ;SP ;ITAQUAQUECETUBA ;VILA SAO CARLOS ;RUA  GUARIRI, N. SN, Apto 22, TIPO 1, 2 ANDAR, BL 07 ;192.000,00;192.000,00;0.00;Apartamento, 0.00 de área total, 45.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555522605810
 1444403187462 ;SP ;ITAQUAQUECETUBA ;VILA MIRANDA ;RUA PIAUI, N. 919, Apto 24, ED 2 ;169.000,00;169.000,00;0.00;Apartamento, 0.00 de área total, 48.24 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403187462
 8444418525316 ;SP ;ITAQUAQUECETUBA ;VILA MONTE BELO ;RUA FERRAZ DE VASCONCELOS, N. 889, Apto 17 ;178.000,00;178.000,00;0.00;Apartamento, 0.00 de área total, 54.24 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418525316
 1444406513654 ;SP ;ITAQUAQUECETUBA ;PARQUE RESIDENCIAL MARENGO ;RUA VIRIATO CORREIA, N. 253, 0 ;246.000,00;246.000,00;0.00;Casa, 0.00 de área total, 58.62 de área privativa, 125.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406513654
 8555537716010 ;SP ;ITAQUAQUECETUBA ;VILA CELESTE ;RUA NEPTUNO, N. 222, Apto 31, BL 04 ;157.000,00;157.000,00;0.00;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537716010
 8555538268819 ;SP ;ITAQUAQUECETUBA ;VILA CELESTE ;RUA NEPTUNO, N. 222, Apto 22, 2  PAV BLC 10 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538268819
 8555538435472 ;SP ;ITAQUAQUECETUBA ;VILA CELESTE ;RUA NEPTUNO, N. 222, Apto 1, BL 02 ;198.000,00;198.000,00;0.00;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538435472
 8787702157248 ;SP ;ITAQUAQUECETUBA ;PINHEIRINHO ;RUA DIRCE, N. 130, Apto 504, 4 PAV BL05 ;170.000,00;170.000,00;0.00;Apartamento, 0.00 de área total, 42.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702157248
 10171970 ;SP ;ITAQUAQUECETUBA ;CHACARA HOLIDAY ;RUA DOS BEM-TE-VIS, N. 378, QD 07, LT 1E ;720.000,00;720.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 1232.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171970
 8787708609779 ;SP ;ITAQUAQUECETUBA ;CHACARA HOLIDAY ;RUA DOS PERIQUITOS, N. 49, Apto 402, BL 02A ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 40.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708609779
 1444410598260 ;SP ;ITAQUAQUECETUBA ;PARQUE RESIDENCIAL SCAFFID II ;RUA CORONEL JOAO SA, N. 109, LT 20, QD 50 ;268.471,72;255.000,00;0.00;Casa, 0.00 de área total, 89.42 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410598260
 8787703116731 ;SP ;ITAQUAQUECETUBA ;JARDIM ARACARE ;RUA CAMBE, N. 150, Apto 2, BL 03 ;195.268,77;175.000,00;0.00;Apartamento, 0.00 de área total, 50.23 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703116731
 1444404419766 ;SP ;ITAQUAQUECETUBA ;JARDIM LUANA ;RUA DOS FARMACEUTICOS, N. 454, LT 18-C, QD D ;293.077,00;237.000,00;0.00;Casa, 0.00 de área total, 75.82 de área privativa, 150.74 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404419766
 8555537406681 ;SP ;ITATIBA ;JARDIM ESTER ;RUA JOSE SOAVE, N. 433, Apto 3, BL 1 PAVIMENTO TERREO ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 49.03 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537406681
 8555538221367 ;SP ;ITATIBA ;JARDIM ESTER ;RUA JOSE SOAVE, N. 433, Apto 24, BL C ;225.000,00;225.000,00;0.00;Apartamento, 0.00 de área total, 49.03 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538221367
 8555538587051 ;SP ;ITATIBA ;LOTEAMENTO SANTO ANTONIO ;RUA JOAQUIM AUGUSTO SANFINS, N. 555, Apto 14, BL 2  TIPO B ;210.000,00;210.000,00;0.00;Apartamento, 0.00 de área total, 45.91 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538587051
 8555539232885 ;SP ;ITATIBA ;LOTEAMENTO SANTO ANTONIO ;RUA SYLVIO BELGINI, N. 65, Apto 102, BL 02  TIPO A ;196.200,00;196.200,00;0.00;Apartamento, 0.00 de área total, 43.88 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539232885
 8787707991157 ;SP ;ITATIBA ;LOTEAMENTO SANTO ANTONIO ;RUA VERGINIO BELGINI, N. 360, Apto 63, TIPO B ;265.168,00;265.168,00;0.00;Apartamento, 0.00 de área total, 51.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707991157
 1555531155301 ;SP ;ITATIBA ;BAIRRO DA PONTE ;AVENIDA IDALINA TESCAROLLO SANFINS, N. 431, Apto 65, GLEBA 3A7 ;200.000,00;200.000,00;0.00;Apartamento, 0.00 de área total, 53.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531155301
 8555534091841 ;SP ;ITATIBA ;PARQUE SAO GABRIEL ;RUA EMILIO JAFET FILHO, N. 630, Apto 506-, BL B  MIRAMAS LT B ;202.000,00;202.000,00;0.00;Apartamento, 0.00 de área total, 49.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534091841
 8555535250471 ;SP ;ITATIBA ;NUCLEO HABITACIONAL PREFEITO ERASMO CHRI ;AVENIDA EMILIO JAFET FILHO, N. 1235, Apto 703A, BL A  SEINE ;219.500,00;219.500,00;0.00;Apartamento, 0.00 de área total, 51.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535250471
 1444413843990 ;SP ;ITATIBA ;VILLAGGIO FOSUZZI ;RUA ELIETE APARECIDA SANFINS FUSUSSI, N. 75, LT 10 QD 09 ;420.000,00;420.000,00;0.00;Casa, 0.00 de área total, 102.87 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413843990
 8787707386890 ;SP ;ITATIBA ;BELA VISTA ;ESTRADA MUNICIPAL LUCIA ANGELON LANFRANCHI, N. 118, CASA 118  SETOR B ;211.000,00;211.000,00;0.00;Casa, 0.00 de área total, 45.25 de área privativa, 88.81 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707386890
 10143855 ;SP ;ITU ;CENTRO ;RUA SANTA CRUZ, N. 495 ;1.342.545,00;1.850.000,00;27.43;Loja, 0.00 de área total, 441.64 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10143855
 8787701772623 ;SP ;ITU ;JARDIM RESIDENCIAL ITAIM ;RUA ALEXANDRE ANDREAZZA, N. 400, Apto 1, BL 47 ;154.133,00;152.000,00;0.00;Apartamento, 0.00 de área total, 40.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701772623
 1444419118163 ;SP ;ITU ;KURUMIN ;RUA APPALOOSA, N. SN, LT 8 QD A ;513.073,06;430.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 1006.31 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419118163
 1444411651768 ;SP ;ITUPEVA ;HORIZONTE AZUL - VILLAGE AMBIENTAL ;ALAMEDA DOS MANACAS, N. 872 ;828.947,20;1.283.200,00;35.40;Casa, 333.65 de área total, 333.65 de área privativa, 1040.80 de área do terreno,  4 qto(s), varanda, a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411651768
 1444407192177 ;SP ;ITUPEVA ;RESIDENCIAL PACAEMBU II ;0 RUA AUGUSTA FREITAS NOGUEIRA ANTIGA VIELA 02, N. 28, LT 24 QD B ;163.200,00;217.600,00;25.00;Casa, 0.00 de área total, 60.00 de área privativa, 130.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407192177
 8555537847750 ;SP ;ITUVERAVA ;CENTRO ;RUA RUA CARLOS ROBERTO PIRES, N. 81, LT 26 QD 07 ;93.100,00;133.000,00;30.00;Casa, 0.00 de área total, 45.05 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537847750
 1444405403111 ;SP ;JABOTICABAL ;SOROCABANO ;AVENIDA MAJOR NOVAES, N. 2360, 0 ;155.000,00;155.000,00;0.00;Casa, 0.00 de área total, 53.81 de área privativa, 332.66 de área do terreno,  1 qto(s), 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405403111
 8787705180542 ;SP ;JABOTICABAL ;SOROCABANO ;AVENIDA CARLOS BERCHIERI, N. 2338, Apto 34, 3 PAV TORRE 02 BL C ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705180542
 8787705318218 ;SP ;JABOTICABAL ;SOROCABANO ;AVENIDA CARLOS BERCHIERI, N. 2338, Apto 21, BL B T 04 ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705318218
 8444424843391 ;SP ;JABOTICABAL ;PARQUE PRIMEIRO DE MAIO ;AVENIDA MOYSES DE PAULA, N. 60, LT 27 QD 21 ;178.000,00;178.000,00;0.00;Casa, 0.00 de área total, 131.38 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424843391
 8444423114809 ;SP ;JABOTICABAL ;JARDIM MARIANA ;RUA ARMANDA CORREIA GUIMARAES, N. SN, LT 2 QD 3 ;147.465,11;145.000,00;0.00;Casa, 0.00 de área total, 50.40 de área privativa, 200.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423114809
 8787709430217 ;SP ;JABOTICABAL ;SOROCABANO ;AVENIDA CARLOS BERCHIERI, N. 2338, Apto 23, BL B T 02 ;144.155,08;140.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709430217
 8787705006470 ;SP ;JABOTICABAL ;SOROCABANO ;AVENIDA CARLOS BERCHIERI, N. 2338, Apto 32, 3 PAVTORRE 02 BLC B ;141.845,00;133.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705006470
 8444424474850 ;SP ;JABOTICABAL ;VILA SANTO ANTONIO ;RUA JAYME BASSO, N. 100, LT 26 QD B ;174.749,81;152.000,00;0.00;Casa, 0.00 de área total, 57.28 de área privativa, 205.50 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424474850
 8444415872465 ;SP ;JACAREI ;JARDIM COLINAS ;RUA SOLDADO CONSTITUCIONALISTA BENEDICTO GUEDES, N. 99, LT 169D QD L ;145.075,20;256.000,00;43.33;Casa, 0.00 de área total, 125.98 de área privativa, 181.12 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415872465
